Pixel;Row;Round Correction Value Signed;Round Correction Value Unsigned;Ceil Correction Value;Floor Correction Value;Float Correction Value
163;2;5;5;-2;-3;-2.3905210815787328
162;1;9;9;3;2;2.392198740288391
161;3;1;1;-5;-6;-5.984692352091887
160;0;13;13;6;5;5.988889208715925
159;2;5;5;-2;-3;-2.3972349684999443
158;1;9;9;3;2;2.3989147961403603
157;3;1;1;-6;-7;-6.001487916676666
156;0;13;13;7;6;6.005690200885212
155;2;5;5;-2;-3;-2.4039575374540068
154;1;9;9;3;2;2.405639538233995
153;3;1;1;-6;-7;-6.0183052073944445
152;0;13;13;7;6;6.022512929723142
151;2;5;5;-2;-3;-2.410688805292514
150;1;9;9;3;2;2.4123729834317853
149;3;1;1;-6;-7;-6.03514426642872
148;0;13;13;7;6;6.039357437440515
147;2;5;5;-2;-3;-2.4174287889107013
146;1;9;9;3;2;2.4191151486398965
145;3;1;1;-6;-7;-6.05200513607225
144;0;13;13;7;6;6.056223766357441
143;2;5;5;-2;-3;-2.4241775052475774
142;1;9;9;3;2;2.425866050808313
141;3;1;1;-6;-7;-6.0688878587274395
140;0;13;13;7;6;6.073111958903802
139;2;5;5;-2;-3;-2.430934971286085
138;1;9;9;3;2;2.4326257069309722
137;3;1;1;-6;-7;-6.085792476906651
136;0;13;13;7;6;6.09002205761951
135;2;5;5;-2;-3;-2.437701204053223
134;1;9;9;3;2;2.439394134045914
133;3;1;1;-6;-7;-6.102719033232628
132;0;13;13;7;6;6.106954105154941
131;2;5;5;-2;-3;-2.444476220620203
130;1;9;9;3;2;2.446171349235426
129;3;1;1;-6;-7;-6.1196675704387715
128;0;13;13;7;6;6.123908144271233
127;2;5;5;-2;-3;-2.4512600381025873
126;1;9;9;3;2;2.45295736962618
125;3;1;1;-6;-7;-6.13663813136958
124;0;13;13;7;6;6.1408842178407
123;2;5;5;-2;-3;-2.4580526736604362
122;1;9;9;3;2;2.459752212389379
121;3;1;1;-6;-7;-6.153630758980945
120;0;13;13;7;6;6.1578823688471545
119;2;5;5;-2;-3;-2.4648541444984424
118;1;9;9;3;2;2.4665558947409085
117;3;1;1;-6;-7;-6.170645496340548
116;0;13;13;7;6;6.174902640386279
115;2;5;5;-2;-3;-2.4716644678661
114;1;9;9;3;2;2.47336843394147
113;3;1;1;-6;-7;-6.187682386628229
112;0;13;13;7;6;6.1919450756660055
111;2;5;5;-2;-3;-2.4784836610578207
110;1;9;9;3;2;2.4801898472967387
109;3;1;1;-6;-7;-6.204741473136327
108;0;13;13;7;6;6.209009718006861
107;2;5;5;-2;-3;-2.4853117414130974
106;1;9;9;3;2;2.4870201521575
105;3;1;1;-6;-7;-6.221822799270072
104;0;13;13;7;6;6.226096610842333
103;2;5;5;-2;-3;-2.492148726316655
102;1;9;9;3;2;2.4938593659198016
101;3;1;1;-6;-7;-6.238926408547911
100;0;13;13;7;6;6.243205797719277
99;2;5;5;-2;-3;-2.498994633198583
98;1;10;10;3;2;2.5007075060251083
97;3;1;1;-6;-7;-6.256052344601965
96;0;13;13;7;6;6.260337322298241
95;2;4;4;-2;-3;-2.505849479534497
94;1;10;10;3;2;2.507564589960431
93;3;1;1;-6;-7;-6.273200651178282
92;0;13;13;7;6;6.277491228353838
91;2;4;4;-2;-3;-2.512713282845679
90;1;10;10;3;2;2.5144306352584955
89;3;1;1;-6;-7;-6.290371372137301
88;0;13;13;7;6;6.294667559775171
87;2;4;4;-2;-3;-2.519586060699229
86;1;10;10;3;2;2.521305659497882
85;3;1;1;-6;-7;-6.307564551454199
84;0;13;13;7;6;6.311866360566132
83;2;4;4;-2;-3;-2.5264678307082207
82;1;10;10;3;2;2.5281896803031767
81;3;1;1;-6;-7;-6.324780233219251
80;0;13;13;7;6;6.329087674845848
79;2;4;4;-2;-3;-2.5333586105318417
78;1;10;10;3;2;2.535082715345121
77;3;1;1;-6;-7;-6.3420184616382045
76;0;13;13;7;6;6.346331546849015
75;2;4;4;-2;-3;-2.5402584178755507
74;1;10;10;3;2;2.5419847823407693
73;3;1;1;-6;-7;-6.359279281032709
72;0;13;13;7;6;6.363598020926268
71;2;4;4;-2;-3;-2.547167270491231
70;1;10;10;3;2;2.548895899053628
69;3;1;1;-6;-7;-6.376562735840633
68;0;13;13;7;6;6.380887141544626
67;2;4;4;-2;-3;-2.5540851861773373
66;1;10;10;3;2;2.5558160832938217
65;3;1;1;-6;-7;-6.393868870616473
64;0;13;13;7;6;6.398198953287789
63;2;4;4;-2;-3;-2.5610121827790504
62;1;10;10;3;2;2.5627453529182365
61;3;1;1;-6;-7;-6.411197730031734
60;0;13;13;7;6;6.415533500856576
59;2;4;4;-2;-3;-2.5679482781884353
58;1;10;10;3;2;2.569683725830684
57;3;1;1;-6;-7;-6.428549358875326
56;0;13;13;7;6;6.432890829069311
55;2;4;4;-2;-3;-2.5748934903445893
54;1;10;10;3;2;2.576631219982037
53;3;1;1;-6;-7;-6.4459238020539225
52;0;13;13;7;6;6.450270982862165
51;2;4;4;-2;-3;-2.581847837233793
50;1;10;10;3;2;2.5835878533704086
49;3;1;1;-6;-7;-6.463321104592378
48;0;13;13;7;6;6.467674007289592
47;2;4;4;-2;-3;-2.588811336889684
46;1;10;10;3;2;2.5905536440412895
45;3;1;1;-6;-7;-6.480741311634073
44;0;13;13;7;6;6.485099947524699
43;2;4;4;-2;-3;-2.595784007393391
42;1;10;10;3;2;2.5975286100877035
41;3;1;1;-6;-7;-6.4981844684413765
40;0;14;14;7;6;6.502548848859625
39;2;4;4;-2;-3;-2.6027658668736944
38;1;10;10;3;2;2.604512769650384
37;3;0;0;-6;-7;-6.515650620395977
36;0;14;14;7;6;6.5200207567059465
35;2;4;4;-2;-3;-2.609756933507205
34;1;10;10;3;2;2.6115061409179052
33;3;0;0;-6;-7;-6.5331398129992735
32;0;14;14;7;6;6.537515716595095
31;2;4;4;-2;-3;-2.616757225518489
30;1;10;10;3;2;2.618508742126858
29;3;0;0;-6;-7;-6.550652091872827
28;0;14;14;7;6;6.555033774178682
27;2;4;4;-2;-3;-2.6237667611802475
26;1;10;10;3;2;2.625520591562003
25;3;0;0;-6;-7;-6.56818750275869
24;0;14;14;7;6;6.5725749752289815
23;2;4;4;-2;-3;-2.6307855588134768
22;1;10;10;3;2;2.6325417075564275
21;3;0;0;-6;-7;-6.585746091519862
20;0;14;14;7;6;6.590139365639285
19;2;4;4;-2;-3;-2.637813636787614
18;1;10;10;3;2;2.6395721084917074
17;3;0;0;-6;-7;-6.603327904140642
16;0;14;14;7;6;6.6077269914242756
15;2;4;4;-2;-3;-2.6448510135207037
14;1;10;10;3;2;2.6466118127980707
13;3;0;0;-6;-7;-6.62093298672708
12;0;14;14;7;6;6.625337898720488
11;2;4;4;-2;-3;-2.6518977074795718
10;1;10;10;3;2;2.6536608389545506
9;3;0;0;-6;-7;-6.638561385507309
8;0;14;14;7;6;6.6429721337866745
7;2;4;4;-2;-3;-2.65895373717996
6;1;10;10;3;2;2.6607192054891566
5;3;0;0;-6;-7;-6.6562131468320445
4;0;14;14;7;6;6.660629743004222
3;2;4;4;-2;-3;-2.6660191211867144
2;1;10;10;3;2;2.6677869309790285
1;3;0;0;-6;-7;-6.673888317174885
2;3;7;7;0;0;0
1;2;7;7;0;0;0
